ID,JPG_ID,Lat,Lng,Q1_Text,Q1_Type,Q2_Order,Q3_Access,Q4_Aesth,Q5_Eco,Q6_Enclo,Q7_Richness,Q8_Scale,wall,building,sky,tree,road,sidewalk,grass,earth,signboard,plant,fence,streetlight,mountain,railing,column,bridge,water,ashcan,awning,windowpane,skyscraper,ct_person,ct_bicycle,ct_car,ct_motorcycle,ct_truck,ct_traffic light,ct_bus,ct_bench,ct_boat,ct_stop sign,ct_parking meter,ct_dining table
86,201,52.61303617,13.47827969,Resi,0,0.444081099,0.610430522,1,0.597822706,0.836945972,0.715353472,0.647891963,0.069309,0.021711,0.094605,0.446652,0.046371,0.01323,0.001844,0.157602,0,0.07,0.022578,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
87,202,52.55918178,13.22508949,Subur,3,0.571288424,0.142107105,0.350584307,0.288958009,0.011646716,0.041108689,0.171607378,0,6.20E-05,0.480598,0.04043,0.408867,0,0,0.050277,0.000965,0,0.01591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
88,203,52.6075842,13.3799418,Rural,5,0.188685415,0.368568428,0.448747913,0.668429238,0.069880298,0.255372158,0.301383399,0,0,0.333914,0.346645,0.222059,0,0.01957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,206,52.53213048,13.24675332,Resi,0,0.191955526,0.681134057,0.408013356,0.279937792,0.429310903,0.292432264,0.439393939,0,0.074133,0.11459,0.360625,0.399125,0.01075,2.70E-05,0,2.30E-05,0.015699,0.00023,0,0,0,0,0,0,0,0,0,0,5,1,19,0,0,0,0,0,0,0,0,0
90,210,52.5434823,13.18788404,Subur,3,0.337475474,0.500175009,0.171953255,0.567340591,0.541248787,0.648707568,0.688405797,0.003953,0.028129,0.196832,0.381773,0.295316,0.002355,0.001145,0.000434,0,5.90E-05,0.029707,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0
91,211,52.50445762,13.39998284,Subur,3,0.706017005,0.576128806,0.431051753,0.795956454,0.197023617,0.308315167,0.72397892,0.004297,0,0.161242,0.371922,0.292301,0.00332,0.030777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,28,0,0,0,0,0,0,0,0,0
92,212,52.53754495,13.60589388,Offi,1,0.651733159,0.658032902,0.030383973,0.046967341,0.40472339,0.550295858,0.611001318,0,0.435586,0.182102,0,0.198871,0.086895,0.00748,0,0,0,0,2.00E-05,0,0,0,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0
93,225,52.5630895,13.5054288,Offi,1,0.555918901,0.564228211,0.0721202,0.188491446,0.351342608,0.288072252,0.158102767,0,0.156754,0.318434,0.067023,0.420094,0.018121,0.005609,0,0.00827,0.002816,0,0.000793,0,0,0,0,0,0,0,0,0,4,0,15,0,0,0,0,0,0,0,0,0
94,226,52.48307488,13.38440736,Resi,0,0.729561805,0.657332867,0.780300501,0.292690513,0.560012941,0.380255372,0.64657444,0.002953,0.294492,0.071309,0.186074,0.300488,0.002941,0.025312,0,0,0.021742,0,0.001473,0,0,0,0,0,0.000141,0,0,0,0,0,16,0,2,0,0,1,0,0,0,0
95,227,52.54151527,13.2575983,Subur,3,0.582079791,0.491424571,0.556260434,0.625816485,0.234551925,0.44534413,0.396903821,0,0,0.302582,0.231332,0.190527,0.004844,0.203914,0,0,0.009691,0.007871,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
96,228,52.5089313,13.4062685,Subur,3,0.104970569,0.424571229,0.54457429,0.448833593,0.189259139,0.430395515,0.441699605,0,0.02573,0.273434,0.252508,0.261754,0.009738,0.027824,0.01202,0.005887,0,0.038281,0,0,0,0,0,0,0,0,0,0,2,0,21,0,0,0,0,0,1,0,0,0
97,232,52.55089435,13.29504578,Subur,3,0.464682799,0,0.045075125,0.220839813,0,0.035191529,0.058300395,0.045863,0.045402,0.45982,0.016215,0.248414,0.008402,0.014559,0.00248,8.20E-05,0,0.14023,0.000145,0,0.004824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
98,236,52.46333001,13.48324978,Resi,0,0.718116416,0.522226111,0.615025042,0.308242613,0.775477192,0.459669885,0.595849802,0,0.413445,0.124559,0.048227,0.23618,0.007402,0.015648,0,0,0.055191,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,1,0,1,0,0,0,0,0
99,237,52.628295,13.28323866,Subur,3,0.580117724,0.646132307,0.579632721,0.80933126,0.502749919,0.377452507,0.544137022,0.003109,0.006543,0.05016,0.513199,0.306121,0.014625,0.000891,0.030109,0.000504,0.003574,0.01477,0.002238,0,0.045961,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0
100,240,52.5548755,13.3964186,Subur,3,0.516023545,0.425621281,0.461769616,0.590046656,0.604982206,0.354718156,0.566205534,0.000957,0.041223,0.105973,0.474609,0.005203,0,0,0.345566,0,0,0.01284,0,0,0.001777,0,0.000398,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
101,241,52.4735294,13.4590823,Offi,1,0.9793983,0.520826041,0.635058431,0.686469673,0.517308314,0.831828091,0.381752306,0.003984,0.10073,0.131516,0.346211,0.243719,0.119754,0,0,0,0.016004,0.007715,0,0,0.016688,0,0,0,0,0,0,0,0,1,5,0,0,0,0,1,0,0,0,0
102,246,52.51321259,13.33406043,Comm,2,0.314257685,0.288064403,0.422704508,0.202488336,0.472339049,0.503581439,0.434453228,0,0.034703,0.31075,0.193527,0.307965,0.057762,0,0,0,0.000555,0.001742,0.00057,0,0,0,0,0,0,0,0,0,1,0,13,0,0,0,0,0,0,0,0,0
103,249,52.4339688,13.3919204,Subur,3,0.44735121,0.369968498,0.415692821,0.741213064,0.506308638,0.604796014,0.769762846,0,0,0.087234,0.516699,0.154086,0.09684,0,0.06734,0,0.001031,0.000191,0,4.70E-05,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,1,0,0,0
104,254,52.49617159,13.181092,Resi,0,0.501962067,0.901645082,0.689816361,0.686158631,0.455839534,0.936779819,0.885375494,0.017816,0.05516,0.244016,0.221805,0.135953,0,0.00477,0.000426,0,0.265066,0,0.000426,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0
105,258,52.6019593,13.3373642,Subur,3,0.913996076,0.639131957,0.693489149,0.591601866,0.328696215,0.649953286,0.47397892,0.013055,0.172719,0.226078,0.167363,0.269184,0.008949,0.037434,0.062059,0,0,0.008973,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,0,0,0,0,0
106,259,52.57629668,13.4105498,Resi,0,0,0.747637382,0.401335559,0.717573872,0.636040116,0.49704142,0.56916996,0,0.046984,0.14223,0.380324,0.219969,0,0.061109,0.092023,0,0,0,0,0,0,0,0,0.007031,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,0
107,260,52.53290023,13.41165899,Resi,0,0.670045782,0.885544277,0.838731219,0.151166407,0.807829181,0.671130489,0.645915679,0.002738,0.406172,0.102371,0.084445,0.2375,0.022457,0,0,0,0,0,0,0,0,0,0,0,0.000625,0,0,0,2,2,18,0,1,0,0,0,0,0,0,0
108,261,52.47985788,13.51145747,Resi,0,0.41824722,0.483024151,0.635058431,0.820528771,0.665803947,0.865773902,0.761528327,0,0.102094,0.05241,0.419656,0.02682,0.011758,0,0.137039,0,0.080574,0.00568,0.000387,0,0.016762,0,0.000684,0.134797,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0
109,262,52.5354462,13.4726405,Subur,3,0.398953564,0.278963948,0.635058431,0.261897356,0.41012678,0.355652445,0.21541502,0.018859,0.007277,0.312969,0.212609,0.294723,0.005629,0.016898,0.102465,0.004645,0,0.001191,0,0,0.013688,0,0,0,0,0,0,0,4,1,10,0,1,0,0,0,0,0,0,0
110,264,52.5054424,13.6154659,Subur,3,0.015369523,0.548127406,0.477796327,0.539346812,0.388223876,0.20242915,0.611330698,0,0.174852,0.350102,0.082074,0.194633,0,0.081129,0.109117,0.002191,0.002742,0,0.000383,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0
111,267,52.61769814,13.32654039,Resi,0,0.121321125,0.576128806,0.841068447,0.7281493,0.629246199,0.7801308,0.747364954,0,0.019699,0.055488,0.49684,0.152832,0.000246,0.085176,0,0.001055,0.000273,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,1,1,0,0,1,0,0,0
112,268,52.39393625,13.58625774,Rural,5,0.521909745,0.902695135,0.485809683,0.620839813,0.53024911,0.818125195,0.683794466,0.000617,0.004211,0.176125,0.358598,0.245895,0,0,0.097617,0,0.049879,0.008402,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0
113,278,52.55052201,13.42806104,Resi,0,0.733158927,0.867343367,0.403672788,0.324727838,0.671950825,0.526627219,0.443675889,0.006332,0.237203,0.145609,0.185727,0.297277,0.018996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,0,2,0,0,0,0,0,0,0
114,281,52.4402895,13.4344124,Subur,3,0.604970569,0.424221211,0.516861436,0.415241058,0.40569395,0.541575833,0.401515152,0.000547,0.003484,0.199691,0.317152,0.303949,0.000117,0.055941,0.017648,0.001809,0.004672,0.079258,0.000293,0,0,0,0,0,0,0,0,0,1,0,19,0,2,0,0,0,2,0,0,0
115,284,52.43750104,13.4474863,Offi,1,0.447024199,0.506825341,0.288146912,0.497667185,0.18893562,0.481781377,0.304347826,0.002602,0.041895,0.332801,0.13316,0.369055,0.017941,0.03591,0.012562,0.006867,0.000922,0.022738,0,0,0,0,0,0,0.000453,0,0,0,5,0,26,2,2,0,0,0,1,1,0,0
116,289,52.6094215,13.3281974,Resi,0,0.382603009,0.362968148,0.348914858,0.439191291,0.246845681,0.4048583,0.436429513,0.003844,0.126305,0.273938,0.136367,0.28616,0.06191,0.000859,0,0.021445,0.049754,0,0,0,0,0.001797,0,0,0.000535,0,0,0,0,1,5,1,1,0,2,0,0,0,0,0
117,290,52.5213901,13.2471032,Subur,3,0.383257031,0.454672734,0.394991653,0.822083981,0.330637334,0.438492681,0.429512516,0,0.039203,0.167598,0.328949,0.20607,0,0.018227,0.01134,0.001574,0.156406,0,2.00E-05,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0
118,292,52.51588042,13.44185098,Resi,0,0.367560497,1,0.479465776,0.4155521,0.505014558,0.569293055,0.500658762,0.00502,0.158762,0.156344,0.247551,0.255586,0.07925,0.037809,0,0,0.000137,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,2,0,0,1,0,0,0,0
119,293,52.47457879,13.37241524,Resi,0,0.431981687,0.399019951,0.868447412,0.33437014,0.638628276,0.448769854,0.495388669,3.10E-05,0.232102,0.21925,0.108336,0.190742,0.005707,0.001488,0,0,0.030387,0.000672,0.000508,0,0,0,0,0,0,0,0,0,2,1,17,2,3,0,0,0,0,0,0,0
120,297,52.41689428,13.34778816,Rural,5,0.204381949,0.649282464,0.558597663,0.838880249,0.46878033,0.433198381,0.562911726,0.001242,0.000156,0.297715,0.17925,0.274941,0,0.010344,0.045887,0,0.041168,0.048281,0,0,0,0,0,0.001883,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
121,299,52.63100247,13.28322864,Resi,0,0.696860693,0.520826041,0.976293823,0.590357698,0.461015852,0.859856742,0.494071146,0.055703,0.055953,0.055352,0.444359,0.197688,0.019875,0.081871,0.042043,0.000121,0.002234,0.004844,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0
122,300,52.416509,13.4948968,Subur,3,0.343034663,0.627231362,0.256093489,0.530326594,0.407958589,0.495795702,0.502305665,0,0.039305,0.291531,0.264469,0.25068,0.018066,0,0.073527,0,0.003625,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0
123,303,52.5494737,13.5768231,Comm,2,0.253760628,0.84319216,0.258764608,0.203732504,0.195082498,0.541887263,0.432476943,0,0.098926,0.361406,0.066145,0.328988,0.002125,0.061695,0.044012,0.002961,0,0.000367,0.000207,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0
124,304,52.4519471,13.5863074,Subur,3,0.631131458,0.323066153,0.535893155,0.736858476,0.543189906,0.539707256,0.39657444,0,0.022664,0.078121,0.457352,0.347941,0.022707,0.046508,0.006953,0.000562,0,0.017191,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
125,308,52.43870135,13.56103975,Subur,3,0.619359058,0.13580679,0.161602671,0.693623639,0.200905856,0.113671753,0.2414361,3.10E-05,0.013793,0.442047,0.150957,0.254605,0.002418,0.003793,0.094312,0,0,0.037328,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
126,309,52.5705137,13.3057129,Subur,3,0.260954872,0.068253413,0,0.411197512,0.284050469,0.333229524,0.071146245,9.00E-05,0.070605,0.258031,0.32691,0.269926,0,0,0,0,0,0.031645,0.00225,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0
127,312,52.5476932,13.3089298,Subur,3,0.645846959,0.520476024,0.597662771,0.558009331,0.080232934,0.258486453,0.34057971,0.013629,0,0.309605,0.236215,0.347137,0,0.026363,0.033738,0,1.60E-05,0.010129,0,0.000125,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
128,313,52.56311045,13.42251049,Resi,0,0.308044474,0.644032202,0.574958264,0.379782271,0.546425105,0.773590782,0.369235837,4.00E-06,0.126715,0.217465,0.182492,0.260969,0.002941,0.054223,0,0,0.000965,0.002148,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,1,0,0,0
129,314,52.55858319,13.4372418,Resi,0,0.473512099,0.863493175,0.451419032,0.704510109,0.854416047,0.605418873,0.742753623,0,0.15334,0.091539,0.346832,0.147727,0,0.020621,0,0,0.009105,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
130,315,52.54622273,13.55729002,Resi,0,0.661543492,0.536576829,0.373288815,0.688646967,0.662245228,0.450327001,0.367588933,0.000684,0.074402,0.20527,0.294059,0.252289,0,0.030949,0.103766,0,0.021547,0.013695,0.000215,0,0,0,0.001641,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0
131,316,52.40925311,13.30119838,Resi,0,0.443427077,0.562478124,0.376961603,0.426749611,0.241022323,0.557458736,0.510540184,0,0.269824,0.148383,0.216293,0.284039,0,0,0.000719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0
132,317,52.5341877,13.6206315,Resi,0,0.670699804,0.733986699,0.331552588,0.200933126,0.931413782,0.245406415,0.69400527,0,0.439492,0.151184,0.016117,0.204297,0.040281,0.004914,0,0,0.027262,0,0.00027,0,0,0,0,0,0,0.000211,0,0,0,0,20,0,0,0,0,0,0,0,0,0
133,319,52.5756619,13.3493527,Offi,1,0.132766514,0.839691985,0.505509182,0.65940902,0.323196377,0.610713173,0.53030303,0.000484,0.122707,0.180023,0.239949,0.37348,0.000711,0.003113,0.001172,0.001059,0.025777,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,1,0,0,0,0,0,0,0
134,323,52.578064,13.3952023,Subur,3,0.807717462,0.392719636,0.634056761,0.627060653,0.678421223,0.361881034,0.531620553,0.051844,0.003996,0.100332,0.434234,0.259152,0.015949,0.08577,0.015934,0.006309,0.024797,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0
135,324,52.41918283,13.44302072,Resi,0,0.573250491,0.544277214,0.736894825,0.734059098,0.338725332,0.395203986,0.21113307,0.01348,0.020918,0.17782,0.344027,0.236676,0.014621,0.066086,0.096629,0,0,0.017992,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,2,0,0,0,0
136,325,52.44166798,13.29568876,Resi,0,0.856115108,0.766888344,0.640066778,0.68273717,0.948883856,0.416692619,0.765480896,0.002234,0.121113,0.044344,0.413445,0.201703,0.017223,0.00057,0.008477,0,0,0.057188,0,0,0.019617,0,0,0,0,0,0,0,3,0,11,1,1,0,0,0,0,0,0,0
137,328,52.44947291,13.278459,Resi,0,0.547089601,0.742737137,0.768614357,0.512286159,0.423811064,0.519152912,0.721673254,0.00027,0.097184,0.113895,0.358648,0.344023,0.049059,0.022555,0.005047,0,0.008891,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,2,0,0,0,0
138,333,52.59148513,13.31838138,Resi,0,0.71353826,0.582429121,0.703171953,0.687091757,0.674215464,0.235129243,0.713768116,0,0.231152,0.298859,0.039148,0.211055,0.00043,0.088664,0.013992,0,0.021863,0.000477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
139,337,52.5237008,13.58355,Subur,3,0.458796599,0.362268113,0.457095159,0.52503888,0.387576836,0.60105886,0.514163373,0.017832,0.023781,0.230879,0.295203,0.204797,0.06482,0.005418,0.008094,0,0.004219,0.065945,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
140,339,52.5375975,13.5565884,Subur,3,0.312295618,0.630731537,0.29148581,0.175427683,0.325137496,0.677670508,0.367588933,0.001473,0.03609,0.343594,0.150609,0.252473,4.00E-06,0.031059,0.000754,0,0.137812,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
141,340,52.57526114,13.36716624,Resi,0,0.461085677,0.815540777,0.30984975,0.363919129,0.883856357,0.299283712,0.471014493,0.000508,0.167035,0.07316,0.312676,0.167867,0.059625,0.079645,0.007086,0,0.040742,0.004719,0,0,0,0,0,0.000414,0,0,0,0,1,0,11,0,0,0,0,0,0,0,0,0
142,342,52.44313477,13.35402374,Resi,0,0.546435579,0.590479524,0.259432387,0.491446345,0.308961501,0.311118032,0.333662714,0,0.070137,0.318898,0.139254,0.419738,0.009297,0.003125,0,0.001703,0.011594,0.003773,0.000637,0,0.016207,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0
143,343,52.4970816,13.6193889,Subur,3,0.367233486,0.514525726,0.241402337,0.514152411,0.261080556,0.493615696,0.47826087,0.002152,0.030219,0.390438,0.142754,0.240867,0,0.004184,0.100613,0,0,0.06507,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0
144,344,52.5693855,13.3969391,Subur,3,0.150098103,0.689534477,0.67245409,0.643856921,0.74991912,0.7399564,0.613636364,0.000535,0.003578,0.157629,0.373875,0.233336,0.005387,0.002234,0.043938,0.010602,0.006023,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0
145,346,52.4495956,13.3494721,Resi,0,0.576520602,0.659782989,0.373288815,0.45785381,0.475250728,0.488632825,0.64229249,0,0.141383,0.089609,0.36332,0.341434,0.04773,0.005418,0.003215,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0
146,349,52.5175407,13.43283,Offi,1,0.403204709,0.432971649,0.228046745,0.326283048,0.328696215,0.562441607,0.593214756,0.000453,0.168797,0.197113,0.183199,0.340117,0.041215,0.000848,0,0.002184,0.000625,0.018688,0,0,0.001195,0,0,0,0,0,0,0,0,1,15,0,3,0,1,1,0,0,0,0
147,351,52.5439325,13.5626367,Subur,3,0.183453237,0.468673434,0.786978297,0.288024883,0.0617923,0.424789785,0.369565217,0.005938,0.006566,0.429297,0.06802,0.361383,0.001,0.027027,0.052215,4.70E-05,0,0.048422,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
148,357,52.4175843,13.360582,Offi,1,0.921844343,0.835141757,0.410016694,0.423328149,0.28146231,0.564933043,0.472002635,0,0.121664,0.306895,0.121324,0.304469,0,0.018441,0,0.001105,0.009867,0.041246,0.000656,0,0.004531,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,0,0,0,0
149,358,52.4961173,13.2840889,Resi,0,0.508175278,0.297864893,0.329215359,0.567029549,0.296667745,0.597633136,0.145915679,0.058703,0.12193,0.283832,0.122121,0.367914,0.011684,0.006996,0.008633,0.000352,0.007137,0.008617,0,0,0,0,0,0,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0
150,362,52.4714605,13.3283391,Resi,0,0.417593198,0.735386769,0.552253756,0.13903577,0.119702362,0.642167549,0.246706192,0,0.090098,0.347852,0.098402,0.434242,0.011715,0.002781,0,8.20E-05,0,0,0.000516,0.000105,0,0,0,0,0,0,0,0,6,3,18,0,0,1,0,0,0,0,0,0
151,363,52.5451059,13.370412,Offi,1,0.35382603,0.631781589,0.172621035,0.215241058,0.320608217,0.888508253,0.350790514,0,0.237016,0.278465,0.05007,0.317367,0.019359,0.000422,0,0,0.079895,0.005555,0,0,0,0,0.000293,0,0,0,0,0,5,0,5,1,1,0,0,0,0,0,0,0
152,365,52.5395658,13.4245691,Resi,0,0.589928058,0.646832342,0.488814691,0.371073095,0.577159495,0.732793522,0.535573123,0.013496,0.259453,0.216434,0.055434,0.397402,0.000176,0,0.007379,0.028121,0,0.007387,0.001395,0,0,0,0,0,0,0,0,0,2,1,8,1,2,1,0,0,0,0,0,0
153,366,52.41886272,13.34620921,Resi,0,0.402223676,0.856842842,0.483806344,0.213063764,0.602717567,0.500467144,0.540843215,2.30E-05,0.075488,0.282809,0.163125,0.34716,0.061547,0.01723,0.002277,7.00E-05,0.012895,0.01173,0,0,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
154,367,52.546628,13.4825489,Resi,0,0.572269457,0.87259363,0.833388982,0.506376361,0.7512132,0.779196512,0.349802372,0.016293,0.07391,0.222266,0.254004,0.176832,0.030562,0.160824,0,0,0.038633,0.01991,7.00E-05,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0
155,370,52.5263751,13.2972401,Resi,0,0.696533682,0.742737137,0.70884808,0.600311042,0.762536396,0.661787605,0.678194993,0,0.01059,0.091812,0.447438,0.336328,0.000324,0.042934,0.043543,0.000715,0.006043,0,2.30E-05,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0
156,371,52.4611891,13.5181579,Resi,0,0.870503597,0.672033602,0.365943239,0.226438569,0.615011323,0.60105886,0.505928854,0,0.394668,0.162621,0.025785,0.388742,0.009301,0,0,0,0,0,7.80E-05,0,0,0,0,0,0,0,0,0,2,0,11,0,1,0,0,0,0,0,0,0
157,373,52.4765334,13.3223447,Resi,0,0.632112492,0.741337067,0.465442404,0.270917574,0.786153348,0.282466521,0.54743083,0.07848,0.128398,0.025973,0.383297,0.184996,0.033801,0.00243,0,0,0.037672,0,0,0,0,0,0,0,0,0,0,0,2,0,11,0,0,0,0,0,0,0,0,0
158,377,52.45829793,13.13034981,Resi,0,0.187377371,0.560028001,0.614023372,0.81088647,0.801358784,0.32949237,0.545125165,0,0,0.018656,0.668871,0.067004,0,0,0.000625,0,0.052238,0.002758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
159,378,52.5979682,13.46217283,Rural,5,0.28057554,0.565978299,0.604340568,0.650699844,0.535425429,0.42790408,0.684123847,0.005449,0,0.08723,0.457969,0.311164,0,0.112117,0,0.001727,0.023016,0.001328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
160,379,52.460425,13.4721065,Subur,3,0.179529104,0.424571229,0.378631052,0.331881804,0.195406017,0.44534413,0.358695652,0.000215,0.019949,0.407457,0.111848,0.37818,0.019367,1.60E-05,0.020824,0.004359,0.01427,0.003148,0,0,0,0,0,0,0,0,0,0,0,0,10,0,1,0,1,0,0,0,0,0
161,380,52.63288092,13.29106661,Resi,0,0.339437541,0.798039902,0.282804674,0.201866252,0.433193141,0.682653379,0.843214756,0,0.123652,0.086922,0.333137,0.390285,0.037961,0.021297,0,0,0.000332,0.000691,0.000848,0,0,0,0,0,0,0,0,0,2,0,13,0,0,0,0,0,0,0,0,0
162,381,52.44620722,13.34138854,Resi,0,1,0.509275464,0.773622705,0.448211509,0.619864122,0.580815945,0.560935441,0,0.341816,0.094211,0.144426,0.30018,0.009633,0.00973,0,0,0.028758,0,0,0,0,0,0,0,0,0,0,0,2,0,14,0,0,0,0,0,0,0,0,0
163,382,52.432647,13.5273005,Resi,0,0.64323087,0.750087504,0.212353923,0.426438569,0.40504691,0.422298349,0.558629776,0,0.234996,0.233184,0.120289,0.230387,0.00982,0.00543,0.084531,0,0,0.000992,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,0,0,0,0,0,0,0
164,385,52.5009329,13.3914552,Resi,0,0.384238064,0.779838992,0.550250417,0.465940902,0.31316726,0.767985051,0.618247694,0.006773,0.104523,0.129914,0.317965,0.270809,0.158934,0,0,0.002805,0.000121,0,0.000676,0,0,0,0,0,0,0,0,0,11,4,0,0,0,0,0,0,1,0,1,0
165,387,52.57423225,13.33472274,Resi,0,0.703400916,0.647882394,0.410684474,0.310108865,0.730831446,0.511678605,0.849472991,0.046711,0.262098,0.105762,0.201281,0.14191,0.037676,0.015035,0.002961,0,0.075973,0.000449,0,0,0,0,0,0,0,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0
166,388,52.3914219,13.4107482,Subur,3,0.454872466,0.281064053,0.584307179,0.948989114,0.636363636,0.336343818,0.430171278,0.00084,0,0.004922,0.788422,0.161652,0,0,0.019414,0,0.003594,0,0,0,0,0,0,0.015316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,391,52.57380277,13.32035717,Subur,3,0.542838457,0.601330067,0.538564274,0.622706065,0.455516014,0.613827468,0.555006588,0.002434,0.044805,0.248633,0.252785,0.208953,0.009277,0,0,0,0.087809,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,0,0,0,0,0,0,0
168,393,52.525265,13.3658139,Offi,1,0.522563767,0.588379419,0.45475793,0.380715397,0.246522161,0.335720959,0.219038208,0,0.088352,0.40773,0.015355,0.423352,0.004969,0.044367,0,0.006812,0,0.00284,0.000926,0,0,0,0.001801,0,0,0,0,0,1,0,16,0,2,1,1,0,0,0,0,0
169,409,52.4603971,13.3499108,Resi,0,0.707979071,0.671333567,0.423372287,0.826127527,0.613070204,0.644970414,0.632411067,0,0.146988,0.074227,0.356406,0.167023,0.007555,0.089535,0.031602,0,0.029711,0.026309,0,0,0,0,0,0,0,0,0,0,2,0,12,0,0,0,0,0,0,0,0,0
170,410,52.40323113,13.39781904,Resi,0,0.753433617,0.794889744,0.738898164,0.851321928,0.754124879,0.753659296,0.734189723,0.004961,0.093344,0.036957,0.410473,0.195098,0,0.147176,0.038816,0,0.031336,0.010164,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,412,52.53948198,13.30037312,Subur,3,0.610529758,0.232761638,0.372287145,0.158942457,0.330313814,0.183120523,0.288208169,0.000812,0.197203,0.251922,0.127562,0.302715,0.102559,0,0,0,0,0.000848,0,0,0,0,0,0,0,0,0,0,2,4,7,0,0,0,0,2,0,0,0,0
172,413,52.5126675,13.4506682,Resi,0,0.77207325,0.80679034,0.354257095,0.109797823,0.915884827,0.437869822,0.583333333,0,0.480195,0.102605,0.015707,0.271844,0.031766,0,0,0,0,0.040066,0,0,0,0,0,0,0,0,0,0,3,0,14,0,0,0,0,0,0,0,0,0
